0,-3356.77,-8898.7,-17481.55,-4440.19,-8043.2,-18644.74
0.25,3838.86,-13951.12,-12001.47,4696.76,-16020.75,-14148.77
0.5,2683.28,-14768.17,-14191.38,1652.96,-14463.1,-12886.41
0.75,3240.79,-17272.63,-13657.44,3140.32,-15203.71,-15184.36
1,3281.28,-14457.85,-12800.85,722.31,-17401.68,-14660.04
1.25,2915.19,-14918.27,-15121.26,2057,-14381.84,-14998.53
1.5,4081.51,-14880.47,-15087.81,3067.53,-13661.16,-14636.2
1.75,2466.4,-15244.07,-13746.04,4044.11,-13202.99,-13573.19
2,885.15,-14811.65,-11550.47,1530.9,-14325.24,-12862.41
2.25,3519.95,-14087.57,-15708.28,2809.72,-15590.52,-12655.86
2.5,3282.19,-15704.77,-12332.74,2548.91,-14468.6,-13564.28
2.75,2992.2,-16643.48,-14376.32,3268.81,-15266.67,-14287.14
3,2992.87,-15388.18,-14107.31,719.14,-16255.64,-15049.9
3.25,2703.31,-14760.58,-12968.93,2593.89,-14625.74,-14037.35
3.5,2574.1,-12474.59,-14383.88,1102.06,-16193.77,-14456.62
3.75,1752.67,-13326.8,-14885.65,2205.47,-15181.66,-12267.15
4,5486.23,-15552.54,-14109.59,772.32,-13171.58,-13778.68
4.25,1466.56,-14850.39,-15226.7,845.99,-16488.65,-12177.96
4.5,2571.57,-15345.18,-13271.23,1756.89,-12967.94,-12663.44
4.75,2013.77,-16423.56,-13410.42,139.5,-16984.13,-14712.78
5,1892.46,-16191.67,-12503.38,3187.21,-14472.01,-13638.89
5.25,610.1,-14989.89,-14078.51,2434.61,-14523.95,-14532.48
5.5,1740.3,-14790.79,-12439,1558.67,-14599.08,-14537.71
5.75,923.06,-14144.41,-15405.7,-715.8,-14420.94,-15645.1
6,2699.86,-15249.02,-13120.6,2631.57,-14449.5,-13632.4
6.25,2120.73,-15365.84,-15108.76,1289.81,-15426.02,-15463.88
6.5,1430.73,-16753.97,-12455.02,941.87,-15894,-13928.65
6.75,466.75,-15461.84,-13876.46,1158.75,-14474.48,-14518.57
7,1879.01,-14651.2,-13997.71,2591.7,-15611.14,-13153.92
7.25,1229.29,-15015.49,-13736.17,576.16,-13020.42,-14109.52
7.5,731.48,-15749.81,-14780.48,1964.63,-13967.54,-13788.16
7.75,781.81,-15349.15,-14324.18,-1349.68,-13738.02,-14388.57
8,1740.15,-15550.79,-14866.54,2312.21,-15693.97,-12923.24
8.25,2990.4,-17246.51,-13576.17,1717.52,-17082.48,-13203.68
8.5,2285.22,-14662.13,-13137.75,793.48,-17057.62,-14456.59
8.75,2322.33,-13646.7,-14281.31,2735.25,-13847.29,-15105.21
9,1937.82,-14765.03,-12919.37,1281.32,-16861.24,-14419.53
9.25,1178.97,-16151.43,-13212.01,1566.58,-15140.57,-12533.35
9.5,1821.47,-14753.14,-13674.12,2314.26,-14802.13,-13507.06
9.75,941,-14291.76,-15111.36,2806.14,-14803.65,-13962.02
10,2247.7,-14177.5,-15613.99,649.06,-15163.83,-12416.46
10.25,2694.18,-14469.99,-13092.92,1115.1,-16671.87,-14206.61
10.5,391.74,-15028.08,-14387.72,3308.09,-13178.08,-13511.73
10.75,-545.06,-15362.35,-12809.85,1255.65,-14177.06,-11932.06
11,1533.76,-16106.78,-13635.69,1567.07,-15102.88,-12695.61
11.25,484.98,-14931.72,-15159.67,1491.34,-15053.33,-15280.91
11.5,1529.68,-14559.42,-12056.43,2318.55,-15257.85,-14223.5
11.75,382.68,-15016.14,-15014.99,2835.89,-14135.17,-13526.69
12,2349.94,-16526.93,-12826.95,38.7,-14647.02,-15584.26
12.25,1015.51,-14405.9,-13097.24,-812.86,-12223.23,-15665.38
12.5,-1228.34,-14767.59,-13922.39,311.44,-14063.49,-12144.26
12.75,-787.4,-16865.33,-13364.69,663.81,-15521.94,-13533.05
13,1927.49,-15056.1,-13120.83,3290.1,-17910.41,-15191.13
13.25,1661.74,-16083.69,-14057.86,1036.27,-15763.5,-13132.63
13.5,2033.94,-14201.33,-13075.64,2700.65,-14932.35,-13839.11
13.75,561.27,-15584.72,-14035.27,1477.85,-14587.81,-13635.52
14,3446.37,-15536.92,-13512.17,1515.68,-16913.08,-12949.71
14.25,152.04,-14929.61,-12225.33,562.82,-13394.54,-14682.76
14.5,621.72,-15970.55,-13203.38,131.75,-15268.69,-14002.87
14.75,1219.36,-14847.51,-13972.95,-432.88,-15290.68,-13868.67
15,-235.89,-16575.09,-13034.22,1628.74,-16503.67,-14015.86
15.25,1650.8,-15312.97,-13942.74,1130.35,-14337.45,-15352.79
15.5,2604,-13079.72,-12810.62,-399.77,-15684.83,-13842.78
15.75,559.25,-15807.73,-13590.5,1305.93,-15045.62,-13630.01
16,1570.38,-16243.73,-14307.17,158.85,-13164.93,-12405.14
16.25,539.38,-15820.43,-12970.68,1636.45,-13735.23,-13511.66
16.5,1109.83,-16109.96,-13083.8,2141.07,-14635.23,-15270.42
16.75,-508.85,-15652.36,-12323.53,-329.93,-15144.91,-14150.82
17,170.85,-15527.52,-13456.4,1922.15,-15390.04,-14566.26
17.25,672.85,-15107,-14555.73,1026.77,-13767.81,-14212.5
17.5,-406.8,-17501.88,-13225.32,-56.06,-13845.75,-13744
17.75,717.16,-15219.46,-15522.08,1314.23,-15172.3,-14549.55
18,814.47,-16930.47,-14857.9,-1408.33,-13118.82,-14492.58
18.25,132.96,-16131.73,-13417.62,1615.77,-15228.97,-14774.07
18.5,1366.06,-13630.12,-13512.82,-1491.07,-15921.67,-12637.66
18.75,802.64,-15851.2,-13912.56,776.8,-15167.43,-12709.26
19,385.3,-17827.11,-14448.24,-1818.66,-15811.07,-12937.61
19.25,-33.34,-15151.14,-13281.89,329.46,-14033.92,-15243.71
19.5,1444.02,-16874.02,-15625.19,587.57,-15317.7,-12008.97
19.75,943.03,-16185.14,-13260.28,-870.2,-17213.7,-13488
20,-1554.45,-13947.82,-15066.74,-323.65,-16259.95,-12679.64
20.25,-312.56,-15065.49,-13082.16,-397.73,-13497.13,-13306.37
20.5,-389.52,-16402.37,-13806.23,-734.68,-15425.55,-13713.79
20.75,2364.09,-17669.19,-12782,395.55,-13899.4,-13932.23
21,979.02,-14689.62,-13733.29,42.21,-16281.65,-13882.1
21.25,-525.02,-15429.87,-12738.34,1434.47,-14720.92,-14397.87
21.5,1201,-15266.37,-14703.47,1357.68,-14156.33,-12932.7
21.75,818.17,-14524.63,-13647.66,-11.93,-15856.97,-13925.25
22,-528.6,-14906.83,-13516.08,277.6,-15607.96,-13411.34
22.25,-200.86,-14942.55,-13208.77,309.38,-14944.99,-16009.82
22.5,1031.4,-14853.3,-14259.14,-357.53,-14086.15,-13715.9
22.75,-667.58,-14616.22,-12692.09,-142.41,-15426.12,-11592.11
23,-2506.54,-15219.43,-15230.57,-2101.31,-16714.97,-12147.85
23.25,-1731.28,-14923.9,-14085.17,-985.04,-14008.93,-13328.98
23.5,-95.95,-14686.86,-12217.37,719.44,-15792.21,-14498.34
23.75,-279.67,-14833.4,-14413.51,-66.34,-15445.87,-14120.69
24,632.61,-13521.6,-12935.61,51.77,-15178.01,-13294.43
24.25,-1683.46,-13978.11,-14037.5,-635.58,-14587.88,-16028.11
24.5,-1334.08,-15565.93,-15196.33,1379.05,-15250.59,-13058.9
24.75,-1017.3,-15536.9,-13167.33,-1549.36,-13289.68,-13300.3
25,-349.26,-15117.74,-12342.67,-1479.57,-16761.93,-15170.73
25.25,-1690.67,-14252.87,-15335.09,-562.12,-16382.65,-14061.35
25.5,-1316.13,-16013.85,-14581.87,-798.82,-17426.73,-13718.93
25.75,-1595.9,-14297.46,-12260.8,-1621.93,-14459.26,-12849
26,-1820.38,-14950.81,-14685.17,1017.22,-15373.06,-13877.48
26.25,-817.11,-13463.61,-14956.93,-1979.95,-15627.81,-13165.02
26.5,-1761.98,-15991.06,-14301.48,-881.73,-14503.17,-14245.21
26.75,513.54,-15614.56,-12444.96,-2520.15,-15498.3,-12548.28
27,223.22,-14226.43,-13554.93,995.3,-14979.04,-15494.58
27.25,-1355.64,-16846.44,-13493.77,-541.61,-15223.21,-15475.22
27.5,-1303.77,-16599.88,-14384.89,-892.63,-15012.3,-13017.76
27.75,-273.09,-15864.95,-13421.56,431.55,-15371.9,-12402.28
28,-1434.21,-13962.22,-14219.45,-760.27,-16202.61,-14660.98
28.25,-1842.82,-16995.6,-15196.78,-1046.22,-15422.7,-13042.04
28.5,-720.43,-15609.61,-13952.73,-1712.98,-16403.34,-14298.69
28.75,-1959.05,-15500.04,-14425.06,-1179.56,-16872.4,-13503.38
29,-2722.79,-15994.09,-13081.32,1888.24,-16948.36,-14542.86
29.25,-2495.27,-15348.1,-13962.84,-658.17,-14962.59,-13329.75
29.5,-1855.54,-15462.59,-14724.57,-3083.97,-16757.85,-12893.34
29.75,-603.07,-14077.54,-14289.51,-1754.06,-16142.8,-12786.34
30,-1895,-15600.02,-13569.53,-1584.95,-13911.37,-12862.59
30.25,-1522.92,-14816.77,-12866.79,-1107.08,-16338.3,-12444.52
30.5,-351.62,-16069.21,-15460.36,-2411.19,-14790.09,-12623.07
30.75,-2180.12,-15456.07,-14283.26,-1666.06,-16801.01,-13791.06
31,-1939.64,-15495.24,-12847.34,-1247.13,-15031.5,-12266.61
31.25,-2366.55,-16390.43,-12798.7,-2974.91,-14044.45,-14437.73
31.5,-2173.72,-15512.81,-14357.18,-1723.24,-17593.39,-13758.07
31.75,-646.05,-14216.83,-13410.26,-3041.11,-15998.23,-15685.59
32,-322.41,-15625.96,-12865.3,-1760.82,-14776.84,-14725.34
32.25,-2330.58,-14949.86,-14935.58,-1704.06,-15607.28,-12725.53
32.5,-1565.51,-17130.51,-14559.96,-1806.11,-14557.92,-13744.43
32.75,-557.94,-15797.66,-14642.7,-1464.4,-16459.98,-14120.78
33,-47.57,-14121.62,-11725.79,-1468.25,-17590.03,-14109.44
33.25,-2962.07,-15416.48,-13558.18,-4000.61,-15210.06,-14084.98
33.5,-2938.12,-16830.03,-13636.45,-1771.26,-13256.21,-14152.32
33.75,-2271.47,-15021.32,-16292.48,-754.34,-15912.32,-15392.84
34,-2255.79,-14876.12,-13491.8,-2964.02,-14513.14,-13327.43
34.25,-1651.6,-15173.35,-11970.24,-1033.22,-16870.4,-13133.32
34.5,-2744.65,-15031.29,-13957.61,-1752.92,-15144.09,-15339.88
34.75,-254.22,-16293.97,-14251.48,-1905.84,-17433.72,-13774.08
35,-2455.17,-16077.71,-13842.9,-1335.94,-15914.87,-14626.85
35.25,-2543.34,-14438.62,-12530.75,-2591.45,-14599.74,-12727.79
35.5,-1757.38,-16042.33,-13356.81,10.49,-12739.57,-14255.74
35.75,-1722.56,-15547.84,-13299.97,-3812.72,-15611.48,-14028.46
36,-1312.44,-16326.83,-13688.87,-1009.98,-14910.23,-16155.96
36.25,-1570.54,-15531.09,-12695.96,-3466.6,-14860.33,-12149.57
36.5,-2609.17,-15028.24,-15952.38,-2871.25,-14573.24,-13315.28
36.75,-1381.05,-15485.37,-12280.23,-3546.95,-13965.86,-14347.57
37,-1570.71,-16411.87,-13935.69,-2233.43,-14804.29,-12108.63
37.25,-2906.52,-16229.06,-11437.56,-1545.58,-14520.97,-13424.85
37.5,-1108.17,-15116.69,-12375.29,-1564.3,-14138,-12910.18
37.75,-1750.61,-14872.5,-12974.57,-1864,-13870.98,-13179.71
38,-1593.3,-14669.71,-12127.05,-3607.07,-16787.94,-13587.85
38.25,-1953.09,-14943.56,-13597.68,-438.74,-15604.24,-13625.11
38.5,-2488.3,-13190.8,-12498.25,-2868.06,-15416,-12870.65
38.75,-1637.32,-17636.01,-13554.94,-2279.48,-15744.23,-12956.55
39,-2275.27,-17672.33,-13370.67,-4435.37,-15298.55,-13397.15
39.25,-1112.87,-16793.57,-13521.5,-4746.22,-14779.65,-12292.33
39.5,-2230.87,-16369.51,-14615,-2455.11,-16184.61,-10494.01
39.75,-2042.39,-15684.61,-13981.14,-2872.88,-13877.88,-13593.23
40,-3297.46,-16294.49,-12624.83,-1578.51,-14016.35,-13343.88
40.25,-1830.12,-16171.72,-13257.41,-2974.16,-15349.87,-13581.45
40.5,-3441.68,-15561.89,-14180.84,-1710.46,-15106.15,-14071.98
40.75,-2723.34,-14477.94,-13147.31,-3220.76,-14410.17,-15095.11
41,-4585.15,-14660.76,-13778.19,-2902.29,-14607.75,-15119.55
41.25,-2700.46,-16067.27,-13021.41,-1446.96,-15359.98,-14683.75
41.5,-3773.57,-16041.41,-12751.19,-2486.17,-15921.02,-14592.15
41.75,-2725.34,-15211.64,-13750.94,-3190.68,-16901.08,-13256.97
42,-3148.34,-16165.65,-11827.66,-930.27,-14686.26,-15003.49
42.25,-2900.99,-15010.58,-12852.33,-1795.49,-15067.45,-13307.39
42.5,-2992.15,-17338.26,-14275.28,-1919.77,-14526.35,-14171.07
42.75,-3997.44,-15340.71,-13230.08,-2309.75,-14491.51,-12992.35
43,-1806.36,-15651.19,-12537.84,-2969.65,-15702.5,-15341.12
43.25,-3769.72,-14496.54,-13077.78,-2641.94,-14726.44,-13962.53
43.5,-4310.47,-14489.99,-13002.85,-4308.59,-17096.25,-13479.37
43.75,-3966.21,-14896.08,-12778.38,-4047.83,-15753.75,-14153.39
44,-3421.87,-15612.63,-14135.34,-216.7,-14298.96,-10876.91
44.25,-4029.29,-15755.98,-13687.5,-3774.1,-18140.89,-13190.06
44.5,-3038.78,-15146.15,-12252.08,-2765.11,-14024.99,-13889.82
44.75,-2138.02,-15155.91,-13636.86,-4017.62,-15412.68,-11407.42
45,-2776.26,-14333.91,-12415.56,-3434.48,-17412.61,-11700.8
45.25,-4346.91,-16555,-13897.31,-5365.34,-13690.91,-13519.29
45.5,-5521.69,-15871,-13249.01,-2142.55,-18112.25,-12114.27
45.75,-2098.82,-14951.66,-12431.51,-1532.98,-14927.95,-14784.13
46,-2579.7,-15723.2,-13228.13,-3702.14,-15783.31,-13287.24
46.25,-4835.68,-14385.39,-14732.6,-2614.97,-14333.62,-12660.64
46.5,-4115.28,-15029.68,-13402.99,-4130.56,-18434.81,-13944.13
46.75,-2053.43,-15801.42,-12897.15,-4010.84,-15398.86,-13426.25
